id,phenomena,family,spoken_rendering,expected_summary,actual_summary,failure_signature,selected_because
rd-c8e1eeb0f5ddc904f8e9cdec,,family-person-correction-person,Send the photos for the client account with Priya Shah.,"{""ambiguity_policy"":""act"",""item_count"":1,""items"":[{""date"":null,""facts"":[""send the photos for the client account""],""forbidden_facts"":[""Maya Chen""],""location"":null,""needs_review"":false,""negation"":false,""person"":""Priya Shah"",""prohibition"":false,""recurrence"":null,""route"":""Today"",""state"":""outstanding"",""time"":null,""title"":""send the photos for the client account"",""type"":""task""}],""operations"":[],""shared_context"":{""location"":null,""person"":null,""temporal"":null}}","{""items"":[{""analysis"":""Send the photos for the client account with Priya Shah."",""delivery"":""none"",""due"":null,""location"":""nil"",""needsReview"":false,""person"":null,""quote"":""Send the photos for the client account with Priya Shah."",""rawQuote"":""Send the photos for the client account with Priya Shah."",""recurrence"":""nil"",""reminder"":null,""route"":""Today"",""state"":""resolved"",""title"":""Send the photos for the client account with Priya Shah"",""type"":""task"",""wasRepaired"":false}],""operations"":[],""text"":""Send the photos for the client account with Priya Shah.""}",person_preservation:9d2282de9a52bc8a,failure|hash_random_fill
rd-00e84eed71ef72804eeca00f,,family-cancellation-shared-context,Cancel the saved reminder to water the basil for the launch.,"{""ambiguity_policy"":""act"",""item_count"":0,""items"":[],""operations"":[{""operation"":""cancel"",""scoped"":false,""target"":""water the basil for the launch""}],""shared_context"":{""location"":null,""person"":null,""temporal"":null}}","{""items"":[],""operations"":[{""operation"":""cancel"",""scoped"":false,""target"":""saved reminder to water the basil for the launch""}],""text"":""Cancel the saved reminder to water the basil for the launch.""}",cancellation_correctness:78b75480f29ec647,safety_critical|failure
rd-f07b6b9f32df2e0685579e2c,hesitation|rambling-introduction|sign-off-trailing-noise,family-ambiguous-review-weekend-context,"Uh, quick thing: I'm not sure whether this is a task or just something to keep, but a note for later: send the document to her for the family trip with Xochitl Rivera. Anyway, thanks.","{""ambiguity_policy"":""review"",""item_count"":1,""items"":[{""date"":null,""facts"":[""send the document to her for the family trip""],""forbidden_facts"":[],""location"":null,""needs_review"":true,""negation"":false,""person"":""Xochitl Rivera"",""prohibition"":false,""recurrence"":null,""route"":""Memory"",""state"":""uncertain"",""time"":null,""title"":""send the document to her for the family trip"",""type"":""note""}],""operations"":[],""shared_context"":{""location"":null,""person"":null,""temporal"":null}}","{""items"":[{""analysis"":""send the document to her for the family trip with Xochitl Rivera"",""delivery"":""none"",""due"":null,""location"":""nil"",""needsReview"":false,""person"":null,""quote"":""quick thing: I'm not sure whether this is a task or just something to keep, but a note for later: send the document to her for the family trip with Xochitl Rivera. Anyway, thanks."",""rawQuote"":""quick thing: I'm not sure whether this is a task or just something to keep, but a note for later: send the document to her for the family trip with Xochitl Rivera. Anyway, thanks"",""recurrence"":""nil"",""reminder"":null,""route"":""Today"",""state"":""resolved"",""title"":""Send the document to her for the family trip with Xochitl Rivera"",""type"":""task"",""wasRepaired"":false}],""operations"":[],""text"":""Uh, quick thing: I'm not sure whether this is a task or just something to keep, but a note for later: send the document to her for the family trip with Xochitl Rivera. Anyway, thanks.""}",person_preservation|review_ambiguity_behavior|routing|type:6185011130765d60,phenomenon_coverage|multi_phenomenon|failure|ai_candidate
rd-1a771856fb0aa8a50efaeb1a,,family-completed-action-priority-context,Already file the tax receipt for the tax filing with Hope Reed on Wed Aug 5.,"{""ambiguity_policy"":""act"",""item_count"":1,""items"":[{""date"":""Wed Aug 5"",""facts"":[""file the tax receipt for the tax filing""],""forbidden_facts"":[],""location"":null,""needs_review"":false,""negation"":false,""person"":""Hope Reed"",""prohibition"":false,""recurrence"":null,""route"":""Memory"",""state"":""completed"",""time"":null,""title"":""file the tax receipt for the tax filing"",""type"":""memory""}],""operations"":[],""shared_context"":{""location"":null,""person"":null,""temporal"":null}}","{""items"":[],""operations"":[{""operation"":""complete"",""scoped"":false,""target"":""file the tax receipt for the tax filing with hope reed on wed aug 5""}],""text"":""Already file the tax receipt for the tax filing with Hope Reed on Wed Aug 5.""}",cancellation_correctness|date_preservation|false_negative_item_creation|item_count|location_preservation|lost_information|person_preservation|recurrence_preservation|routing|time_preservation|title_content_preservation|type|under_split|wrong_merge:38bbeb4049f60a00,failure|compound_failure|unusual_item_count|hash_random_fill
rd-40c5fb941f36a413fce779cd,,family-prohibition-shared-context,Do not send the confidential draft for the launch with Elena Costa at Farm Boy on Fri Aug 7 at 14:00.,"{""ambiguity_policy"":""act"",""item_count"":1,""items"":[{""date"":""Fri Aug 7"",""facts"":[""send the confidential draft for the launch""],""forbidden_facts"":[],""location"":""Farm Boy"",""needs_review"":false,""negation"":true,""person"":""Elena Costa"",""prohibition"":true,""recurrence"":null,""route"":""Today"",""state"":""outstanding"",""time"":""14:00"",""title"":""send the confidential draft for the launch"",""type"":""task""}],""operations"":[],""shared_context"":{""location"":null,""person"":null,""temporal"":null}}","{""items"":[],""operations"":[{""operation"":""cancel"",""scoped"":false,""target"":""send the confidential draft for the launch with elena costa at farm boy on fri aug 7 at 2:00 pm""}],""text"":""Do not send the confidential draft for the launch with Elena Costa at Farm Boy on Fri Aug 7 at 14:00.""}",cancellation_correctness|date_preservation|false_negative_item_creation|item_count|location_preservation|lost_information|person_preservation|recurrence_preservation|routing|time_preservation|title_content_preservation|type|under_split|wrong_merge:38bbeb4049f60a00,safety_critical|failure|compound_failure|unusual_item_count
rd-2fc579fccab881dd9b944395,,family-event-person-date,Attend the planning session for the birthday with Priya Shah on Tue Aug 4.,"{""ambiguity_policy"":""act"",""item_count"":1,""items"":[{""date"":""Tue Aug 4"",""facts"":[""attend the planning session for the birthday""],""forbidden_facts"":[],""location"":null,""needs_review"":false,""negation"":false,""person"":""Priya Shah"",""prohibition"":false,""recurrence"":null,""route"":""Today"",""state"":""outstanding"",""time"":null,""title"":""attend the planning session for the birthday"",""type"":""event""}],""operations"":[],""shared_context"":{""location"":null,""person"":null,""temporal"":null}}","{""items"":[{""analysis"":""Attend the planning session for the birthday with Priya Shah on Tue Aug 4."",""delivery"":""none"",""due"":1785816000,""location"":""nil"",""needsReview"":false,""person"":null,""quote"":""Attend the planning session for the birthday with Priya Shah on Tue Aug 4."",""rawQuote"":""Attend the planning session for the birthday with Priya Shah on Tue Aug 4."",""recurrence"":""nil"",""reminder"":null,""route"":""Today"",""state"":""resolved"",""title"":""Attend the planning session for the birthday with Priya Shah on Tue Aug 4"",""type"":""task"",""wasRepaired"":false}],""operations"":[],""text"":""Attend the planning session for the birthday with Priya Shah on Tue Aug 4.""}",person_preservation|type:9d0cc991e51b6027,failure|hash_random_fill
rd-203bd079493c3eddc46b798b,,family-task-plus-question-shared-context,"Call the venue for the launch with Elena Costa at Farm Boy on Fri Aug 7 at 14:00. Also, ask when the doors open.","{""ambiguity_policy"":""act"",""item_count"":2,""items"":[{""date"":""Fri Aug 7"",""facts"":[""call the venue for the launch""],""forbidden_facts"":[],""location"":""Farm Boy"",""needs_review"":false,""negation"":false,""person"":""Elena Costa"",""prohibition"":false,""recurrence"":null,""route"":""Today"",""state"":""outstanding"",""time"":""14:00"",""title"":""call the venue for the launch"",""type"":""task""},{""date"":null,""facts"":[""ask when the doors open""],""forbidden_facts"":[],""location"":null,""needs_review"":false,""negation"":false,""person"":null,""prohibition"":false,""recurrence"":null,""route"":""Memory"",""state"":""informational"",""time"":null,""title"":""ask when the doors open"",""type"":""note""}],""operations"":[],""shared_context"":{""location"":null,""person"":null,""temporal"":null}}","{""items"":[{""analysis"":""Call the venue for the launch with Elena Costa at Farm Boy on Fri Aug 7 at 2:00 pm"",""delivery"":""none"",""due"":1786125600,""location"":""nil"",""needsReview"":false,""person"":null,""quote"":""Call the venue for the launch with Elena Costa at Farm Boy on Fri Aug 7 at 2:00 pm"",""rawQuote"":""Call the venue for the launch with Elena Costa at Farm Boy on Fri Aug 7 at 14:00. Also"",""recurrence"":""nil"",""reminder"":null,""route"":""Today"",""state"":""resolved"",""title"":""Call the venue for the launch with Elena Costa at Farm Boy on Fri Aug 7 at 2:00 pm"",""type"":""task"",""wasRepaired"":true},{""analysis"":""ask when the doors open"",""delivery"":""none"",""due"":null,""location"":""nil"",""needsReview"":true,""person"":null,""quote"":""ask when the doors open"",""rawQuote"":""ask when the doors open"",""recurrence"":""nil"",""reminder"":null,""route"":""Today"",""state"":""resolved"",""title"":""Ask when the doors open"",""type"":""personFollowUp"",""wasRepaired"":false}],""operations"":[],""text"":""Call the venue for the launch with Elena Costa at Farm Boy on Fri Aug 7 at 14:00. Also, ask when the doors open.""}",location_preservation|person_preservation|routing|time_preservation|type:b9edb7e3b3728e13,failure|compound_failure|hash_random_fill
rd-f2a701cc6ce00af941c05e3c,,family-location-trigger-exact-time,Pick up the dry cleaning for the appointment at Farm Boy on Thu Aug 6 at 16:15.,"{""ambiguity_policy"":""act"",""item_count"":1,""items"":[{""date"":""Thu Aug 6"",""facts"":[""pick up the dry cleaning for the appointment""],""forbidden_facts"":[],""location"":""Farm Boy"",""needs_review"":false,""negation"":false,""person"":null,""prohibition"":false,""recurrence"":null,""route"":""Today"",""state"":""outstanding"",""time"":""16:15"",""title"":""pick up the dry cleaning for the appointment"",""type"":""reminder""}],""operations"":[],""shared_context"":{""location"":null,""person"":null,""temporal"":null}}","{""items"":[{""analysis"":""Pick up the dry cleaning for the appointment at Farm Boy on Thu Aug 6 at 4:15 pm."",""delivery"":""none"",""due"":1786047300,""location"":""nil"",""needsReview"":false,""person"":null,""quote"":""Pick up the dry cleaning for the appointment at Farm Boy on Thu Aug 6 at 4:15 pm."",""rawQuote"":""Pick up the dry cleaning for the appointment at Farm Boy on Thu Aug 6 at 16:15"",""recurrence"":""nil"",""reminder"":null,""route"":""Today"",""state"":""resolved"",""title"":""Pick up the dry cleaning for the appointment at Farm Boy on Thu Aug 6 at 4:15 pm"",""type"":""task"",""wasRepaired"":true}],""operations"":[],""text"":""Pick up the dry cleaning for the appointment at Farm Boy on Thu Aug 6 at 16:15.""}",location_preservation|time_preservation|type:72062a5c2647fac3,failure|hash_random_fill
rd-15b012580b0a51cdaa80ec00,self-correction-time,family-time-correction-exact-time,Do that at three— actually four. Call the clinic for the appointment on Thu Aug 6 at 16:00.,"{""ambiguity_policy"":""act"",""item_count"":1,""items"":[{""date"":""Thu Aug 6"",""facts"":[""call the clinic for the appointment""],""forbidden_facts"":[""15:00""],""location"":null,""needs_review"":false,""negation"":false,""person"":null,""prohibition"":false,""recurrence"":null,""route"":""Today"",""state"":""outstanding"",""time"":""16:00"",""title"":""call the clinic for the appointment"",""type"":""task""}],""operations"":[],""shared_context"":{""location"":null,""person"":null,""temporal"":null}}","{""items"":[{""analysis"":""Do that at four"",""delivery"":""none"",""due"":1785787200,""location"":""nil"",""needsReview"":false,""person"":null,""quote"":""Do that at four"",""rawQuote"":""Do that at three— actually four"",""recurrence"":""nil"",""reminder"":null,""route"":""Today"",""state"":""resolved"",""title"":""Do that at four"",""type"":""task"",""wasRepaired"":true},{""analysis"":""Call the clinic for the appointment on Thu Aug 6 at 4:00 pm"",""delivery"":""none"",""due"":1786046400,""location"":""nil"",""needsReview"":false,""person"":null,""quote"":""Call the clinic for the appointment on Thu Aug 6 at 4:00 pm"",""rawQuote"":""Call the clinic for the appointment on Thu Aug 6 at 16:00"",""recurrence"":""nil"",""reminder"":null,""route"":""Today"",""state"":""resolved"",""title"":""Call the clinic for the appointment on Thu Aug 6 at 4:00 pm"",""type"":""task"",""wasRepaired"":true}],""operations"":[],""text"":""Do that at three— actually four. Call the clinic for the appointment on Thu Aug 6 at 16:00.""}",item_count|over_split|routing|time_preservation|type|wrong_merge:5e5842ef74e4a709,phenomenon_coverage|failure|compound_failure|unusual_item_count
rd-e4ed248ebd79e1b1836f5059,,family-two-tasks-shared-time-priority-context,"Submit the expense report for the tax filing with Hope Reed on Wed Aug 5 at 16:15. Also, call Maya about dinner with Hope Reed on Wed Aug 5 at 16:15.","{""ambiguity_policy"":""act"",""item_count"":2,""items"":[{""date"":""Wed Aug 5"",""facts"":[""submit the expense report for the tax filing""],""forbidden_facts"":[],""location"":null,""needs_review"":false,""negation"":false,""person"":""Hope Reed"",""prohibition"":false,""recurrence"":null,""route"":""Today"",""state"":""outstanding"",""time"":""16:15"",""title"":""submit the expense report for the tax filing"",""type"":""task""},{""date"":""Wed Aug 5"",""facts"":[""call Maya about dinner""],""forbidden_facts"":[],""location"":null,""needs_review"":false,""negation"":false,""person"":""Hope Reed"",""prohibition"":false,""recurrence"":null,""route"":""Today"",""state"":""outstanding"",""time"":""16:15"",""title"":""call Maya about dinner"",""type"":""task""}],""operations"":[],""shared_context"":{""location"":null,""person"":""Hope Reed"",""temporal"":""Wed Aug 5 16:15""}}","{""items"":[{""analysis"":""Submit the expense report for the tax filing with Hope Reed on Wed Aug 5 at 4:15 pm"",""delivery"":""none"",""due"":1785960900,""location"":""nil"",""needsReview"":false,""person"":null,""quote"":""Submit the expense report for the tax filing with Hope Reed on Wed Aug 5 at 4:15 pm"",""rawQuote"":""Submit the expense report for the tax filing with Hope Reed on Wed Aug 5 at 16:15. Also"",""recurrence"":""nil"",""reminder"":null,""route"":""Today"",""state"":""resolved"",""title"":""Submit the expense report for the tax filing with Hope Reed on Wed Aug 5 at 4:15 pm"",""type"":""task"",""wasRepaired"":true},{""analysis"":""call Maya about dinner with Hope Reed on Wed Aug 5 at 4:15 pm"",""delivery"":""none"",""due"":1785960900,""location"":""nil"",""needsReview"":false,""person"":""Maya"",""quote"":""call Maya about dinner with Hope Reed on Wed Aug 5 at 4:15 pm"",""rawQuote"":""call Maya about dinner with Hope Reed on Wed Aug 5 at 16:15"",""recurrence"":""nil"",""reminder"":null,""route"":""Today"",""state"":""resolved"",""title"":""Call Maya about dinner with Hope Reed on Wed Aug 5 at 4:15 pm"",""type"":""personFollowUp"",""wasRepaired"":true}],""operations"":[],""text"":""Submit the expense report for the tax filing with Hope Reed on Wed Aug 5 at 16:15. Also, call Maya about dinner with Hope Reed on Wed Aug 5 at 16:15.""}",person_preservation|time_preservation|type:aee8c4776546e0a4,failure|hash_random_fill
rd-7ef21e4243a7efb339237a3a,,family-two-independent-tasks-plain,"Buy oat milk for the core project. Also, call Maya about dinner.","{""ambiguity_policy"":""act"",""item_count"":2,""items"":[{""date"":null,""facts"":[""buy oat milk for the core project""],""forbidden_facts"":[],""location"":null,""needs_review"":false,""negation"":false,""person"":null,""prohibition"":false,""recurrence"":null,""route"":""Today"",""state"":""outstanding"",""time"":null,""title"":""buy oat milk for the core project"",""type"":""task""},{""date"":null,""facts"":[""call Maya about dinner""],""forbidden_facts"":[],""location"":null,""needs_review"":false,""negation"":false,""person"":null,""prohibition"":false,""recurrence"":null,""route"":""Today"",""state"":""outstanding"",""time"":null,""title"":""call Maya about dinner"",""type"":""task""}],""operations"":[],""shared_context"":{""location"":null,""person"":null,""temporal"":null}}","{""items"":[{""analysis"":""Buy oat milk for the core project"",""delivery"":""none"",""due"":null,""location"":""nil"",""needsReview"":false,""person"":null,""quote"":""Buy oat milk for the core project"",""rawQuote"":""Buy oat milk for the core project"",""recurrence"":""nil"",""reminder"":null,""route"":""Today"",""state"":""resolved"",""title"":""Buy oat milk for the core project"",""type"":""shopping"",""wasRepaired"":false},{""analysis"":""call Maya about dinner"",""delivery"":""none"",""due"":null,""location"":""nil"",""needsReview"":false,""person"":""Maya"",""quote"":""call Maya about dinner"",""rawQuote"":""call Maya about dinner"",""recurrence"":""nil"",""reminder"":null,""route"":""Today"",""state"":""resolved"",""title"":""Call Maya about dinner"",""type"":""personFollowUp"",""wasRepaired"":false}],""operations"":[],""text"":""Buy oat milk for the core project. Also, call Maya about dinner.""}",invented_information|person_preservation|type:86dd6c58726ec962,failure|hash_random_fill
rd-f504d67468093a98c3a3070d,,family-memory-person-time,I want to remember that the window-seat preference for the interview with Noah Brooks on Tue Aug 4 at 09:30.,"{""ambiguity_policy"":""act"",""item_count"":1,""items"":[{""date"":""Tue Aug 4"",""facts"":[""remember the window-seat preference for the interview""],""forbidden_facts"":[],""location"":null,""needs_review"":false,""negation"":false,""person"":""Noah Brooks"",""prohibition"":false,""recurrence"":null,""route"":""Memory"",""state"":""informational"",""time"":""09:30"",""title"":""remember the window-seat preference for the interview"",""type"":""memory""}],""operations"":[],""shared_context"":{""location"":null,""person"":null,""temporal"":null}}","{""items"":[{""analysis"":""I want to remember that the window-seat preference for the interview with Noah Brooks on Tue Aug 4 at 09:30."",""delivery"":""none"",""due"":null,""location"":""nil"",""needsReview"":false,""person"":null,""quote"":""I want to remember that the window-seat preference for the interview with Noah Brooks on Tue Aug 4 at 09:30."",""rawQuote"":""I want to remember that the window-seat preference for the interview with Noah Brooks on Tue Aug 4 at 09:30."",""recurrence"":""nil"",""reminder"":null,""route"":""Memory"",""state"":""resolved"",""title"":""The window-seat preference for the interview with Noah Brooks on Tue Aug 4 at 09:30"",""type"":""note"",""wasRepaired"":false}],""operations"":[],""text"":""I want to remember that the window-seat preference for the interview with Noah Brooks on Tue Aug 4 at 09:30.""}",date_preservation|lost_information|person_preservation|time_preservation|title_content_preservation|type:4e8fd0bfd4963e9c,failure|compound_failure|ai_candidate|hash_random_fill
rd-89b4f55f89f0411cd7273609,,family-prohibition-named-location,Do not send the confidential draft for the errand at Farm Boy.,"{""ambiguity_policy"":""act"",""item_count"":1,""items"":[{""date"":null,""facts"":[""send the confidential draft for the errand""],""forbidden_facts"":[],""location"":""Farm Boy"",""needs_review"":false,""negation"":true,""person"":null,""prohibition"":true,""recurrence"":null,""route"":""Today"",""state"":""outstanding"",""time"":null,""title"":""send the confidential draft for the errand"",""type"":""task""}],""operations"":[],""shared_context"":{""location"":null,""person"":null,""temporal"":null}}","{""items"":[],""operations"":[{""operation"":""cancel"",""scoped"":false,""target"":""send the confidential draft for the errand at farm boy""}],""text"":""Do not send the confidential draft for the errand at Farm Boy.""}",cancellation_correctness|date_preservation|false_negative_item_creation|item_count|location_preservation|lost_information|person_preservation|recurrence_preservation|routing|time_preservation|title_content_preservation|type|under_split|wrong_merge:38bbeb4049f60a00,safety_critical|failure|compound_failure|unusual_item_count
rd-baaa4107480518329656613a,,family-change-of-mind-person,Order the blue notebook for the client account with Maya Chen.,"{""ambiguity_policy"":""act"",""item_count"":1,""items"":[{""date"":null,""facts"":[""order the blue notebook for the client account""],""forbidden_facts"":[""order the red notebook""],""location"":null,""needs_review"":false,""negation"":false,""person"":""Maya Chen"",""prohibition"":false,""recurrence"":null,""route"":""Today"",""state"":""outstanding"",""time"":null,""title"":""order the blue notebook for the client account"",""type"":""task""}],""operations"":[],""shared_context"":{""location"":null,""person"":null,""temporal"":null}}","{""items"":[{""analysis"":""Order the blue notebook for the client account with Maya Chen."",""delivery"":""none"",""due"":null,""location"":""nil"",""needsReview"":false,""person"":null,""quote"":""Order the blue notebook for the client account with Maya Chen."",""rawQuote"":""Order the blue notebook for the client account with Maya Chen."",""recurrence"":""nil"",""reminder"":null,""route"":""Today"",""state"":""resolved"",""title"":""Order the blue notebook for the client account with Maya Chen"",""type"":""shopping"",""wasRepaired"":false}],""operations"":[],""text"":""Order the blue notebook for the client account with Maya Chen.""}",person_preservation|type:9d0cc991e51b6027,failure|hash_random_fill
rd-42c9d075961824a3f0c41db2,,family-negative-statement-named-location,It is not true that record that the invoice was not sent for the errand at Farm Boy.,"{""ambiguity_policy"":""act"",""item_count"":1,""items"":[{""date"":null,""facts"":[""record that the invoice was not sent for the errand""],""forbidden_facts"":[],""location"":""Farm Boy"",""needs_review"":false,""negation"":true,""person"":null,""prohibition"":false,""recurrence"":null,""route"":""Memory"",""state"":""informational"",""time"":null,""title"":""record that the invoice was not sent for the errand"",""type"":""memory""}],""operations"":[],""shared_context"":{""location"":null,""person"":null,""temporal"":null}}","{""items"":[{""analysis"":""It is not true that record that the invoice was not sent for the errand at Farm Boy."",""delivery"":""none"",""due"":null,""location"":""nil"",""needsReview"":false,""person"":null,""quote"":""It is not true that record that the invoice was not sent for the errand at Farm Boy."",""rawQuote"":""It is not true that record that the invoice was not sent for the errand at Farm Boy."",""recurrence"":""nil"",""reminder"":null,""route"":""Memory"",""state"":""resolved"",""title"":""It is not true that record that the invoice was not sent for the errand at Farm Boy"",""type"":""note"",""wasRepaired"":false}],""operations"":[],""text"":""It is not true that record that the invoice was not sent for the errand at Farm Boy.""}",location_preservation|type:f801f2db117f0ea1,safety_critical|failure
rd-b5d2ae8b5a689b37b548d6d8,,family-idea-exact-time,Try a walking meeting for the appointment on Thu Aug 6 at 16:15.,"{""ambiguity_policy"":""act"",""item_count"":1,""items"":[{""date"":""Thu Aug 6"",""facts"":[""try a walking meeting for the appointment""],""forbidden_facts"":[],""location"":null,""needs_review"":false,""negation"":false,""person"":null,""prohibition"":false,""recurrence"":null,""route"":""Memory"",""state"":""informational"",""time"":""16:15"",""title"":""try a walking meeting for the appointment"",""type"":""idea""}],""operations"":[],""shared_context"":{""location"":null,""person"":null,""temporal"":null}}","{""items"":[{""analysis"":""Try a walking meeting for the appointment on Thu Aug 6 at 4:15 pm."",""delivery"":""none"",""due"":1786047300,""location"":""nil"",""needsReview"":false,""person"":null,""quote"":""Try a walking meeting for the appointment on Thu Aug 6 at 4:15 pm."",""rawQuote"":""Try a walking meeting for the appointment on Thu Aug 6 at 16:15"",""recurrence"":""nil"",""reminder"":null,""route"":""Today"",""state"":""resolved"",""title"":""Try a walking meeting for the appointment on Thu Aug 6 at 4:15 pm"",""type"":""event"",""wasRepaired"":true}],""operations"":[],""text"":""Try a walking meeting for the appointment on Thu Aug 6 at 16:15.""}",routing|time_preservation|type:51eec0850cd8f13b,failure|hash_random_fill
rd-d50bcd6986f75ac0443a5c9f,shared-time,family-two-tasks-shared-time-shared-context,"At that time, Submit the expense report for the launch with Elena Costa at Farm Boy on Fri Aug 7 at 14:00. Also, call Maya about dinner with Elena Costa at Farm Boy on Fri Aug 7 at 14:00.","{""ambiguity_policy"":""act"",""item_count"":2,""items"":[{""date"":""Fri Aug 7"",""facts"":[""submit the expense report for the launch""],""forbidden_facts"":[],""location"":""Farm Boy"",""needs_review"":false,""negation"":false,""person"":""Elena Costa"",""prohibition"":false,""recurrence"":null,""route"":""Today"",""state"":""outstanding"",""time"":""14:00"",""title"":""submit the expense report for the launch"",""type"":""task""},{""date"":""Fri Aug 7"",""facts"":[""call Maya about dinner""],""forbidden_facts"":[],""location"":""Farm Boy"",""needs_review"":false,""negation"":false,""person"":""Elena Costa"",""prohibition"":false,""recurrence"":null,""route"":""Today"",""state"":""outstanding"",""time"":""14:00"",""title"":""call Maya about dinner"",""type"":""task""}],""operations"":[],""shared_context"":{""location"":null,""person"":""Elena Costa"",""temporal"":""Fri Aug 7 14:00""}}","{""items"":[{""analysis"":""At that time"",""delivery"":""none"",""due"":null,""location"":""nil"",""needsReview"":false,""person"":null,""quote"":""At that time"",""rawQuote"":""At that time"",""recurrence"":""nil"",""reminder"":null,""route"":""Memory"",""state"":""resolved"",""title"":""At that time"",""type"":""note"",""wasRepaired"":false},{""analysis"":""Submit the expense report for the launch with Elena Costa at Farm Boy on Fri Aug 7 at 2:00 pm"",""delivery"":""none"",""due"":1786125600,""location"":""nil"",""needsReview"":false,""person"":null,""quote"":""Submit the expense report for the launch with Elena Costa at Farm Boy on Fri Aug 7 at 2:00 pm"",""rawQuote"":""Submit the expense report for the launch with Elena Costa at Farm Boy on Fri Aug 7 at 14:00. Also"",""recurrence"":""nil"",""reminder"":null,""route"":""Today"",""state"":""resolved"",""title"":""Submit the expense report for the launch with Elena Costa at Farm Boy on Fri Aug 7 at 2:00 pm"",""type"":""task"",""wasRepaired"":true},{""analysis"":""call Maya about dinner with Elena Costa at Farm Boy on Fri Aug 7 at 2:00 pm"",""delivery"":""none"",""due"":1786125600,""location"":""nil"",""needsReview"":false,""person"":""Maya"",""quote"":""call Maya about dinner with Elena Costa at Farm Boy on Fri Aug 7 at 2:00 pm"",""rawQuote"":""call Maya about dinner with Elena Costa at Farm Boy on Fri Aug 7 at 14:00"",""recurrence"":""nil"",""reminder"":null,""route"":""Today"",""state"":""resolved"",""title"":""Call Maya about dinner with Elena Costa at Farm Boy on Fri Aug 7 at 2:00 pm"",""type"":""personFollowUp"",""wasRepaired"":true}],""operations"":[],""text"":""At that time, Submit the expense report for the launch with Elena Costa at Farm Boy on Fri Aug 7 at 14:00. Also, call Maya about dinner with Elena Costa at Farm Boy on Fri Aug 7 at 14:00.""}",date_preservation|item_count|location_preservation|over_split|person_preservation|routing|time_preservation|type|wrong_merge:db1ec0a9416b5b37,phenomenon_coverage|failure|compound_failure|unusual_item_count
